"CONTACT","CONTPHONE","CONTRACT","DIMENSIONS","DOL_NUM","EVENTPRO_LOT","FEATURETYPE","INSPECTS","LOC_NAME","LOT_LOC","MAP_PAGE","NAMELABEL","OBJECTID","ORIG_FID","PRODUCT","SUB","TICKETS","URL","VENDORTYPE","y","x"
"","","Jesse Jones LLC","24 X 10","","VENDOR - JESSE JONES","Stockyard","M&P","Stockyard","","Page 21","Jesse Jones",895,944,"Jesse Jones Hot Dogs, Chili,  Sausage, Corn Dogs, Stevens Sausage Products (Sausage & Country Ham)","","","","",35.797535,-78.711932
"","","Jesse Jones LLC","46 X 8","","VENDOR - JESSE JONES","Stockyard","M&P","Stockyard","","Page 21","Jesse Jones",896,945,"Jesse Jones Hot Dogs, Chili,  Sausage, Corn Dogs, Stevens Sausage Products (Sausage & Country Ham)","","","","",35.797529,-78.711981
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",897,946,"","","","","",35.79763,-78.712078
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",898,947,"","","","","",35.797518,-78.712106
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",899,948,"","","","","",35.797547,-78.7121
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",900,949,"","","","","",35.797576,-78.712094
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",901,950,"","","","","",35.797603,-78.712082
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",902,951,"","","","","",35.797537,-78.712392
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",903,952,"","","","","",35.797508,-78.712393
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",904,953,"","","","","",35.797573,-78.712364
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",905,954,"","","","","",35.797603,-78.712362
"","","Muprhy House","48 X 8","","","Stockyard","M&P","Stockyard","","Page 21","Murphy House",906,955,"","","","","",35.797631,-78.712358
"","919-271-6711","Neomonde","28 X 8","","VENDOR - NEOMONDE","Stockyard","F&D","Stockyard","","Page 21","Neomonde",907,956,"Bread Products","","","","",35.797583,-78.712491
"","","O'Briens","48 X 9","","","Stockyard","WAKE","Stockyard","","Page 21","O'Briens",908,957,"","","","","",35.797584,-78.712536
"","","Muprhy House","16 X 7","","","Stockyard","F&D","Stockyard","","Page 21","Murphy House",909,958,"","","","","",35.797618,-78.712238
"KENNY","919-986-4507","Dennie Ennis","31 X 9","","VENDOR - PRODUCE CONNECTION","Stockyard","WAKE","Stockyard","","Page 21","Dennie Ennis",910,959,"Produce","","","","",35.797564,-78.712723
"KENNY","919-986-4507","Dennis Ennis Produce","53 X 8","","VENDOR - PRODUCE CONNECTION","Stockyard","F&D","Stockyard","","Page 21","Dennis Ennis",911,960,"Produce","","","","",35.797556,-78.712682
"BRINN","954-425-2243","Butcher Boys","32 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Butcher Boys",912,961,"","","","","",35.797518,-78.71283
"BRINN","954-425-2243","Butcher Boys","25 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Butcher Boys",913,962,"","","","","",35.797613,-78.712829
"","919-880-8695","Als Fries","25 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Als Fries",914,963,"","","","","",35.797556,-78.712896
"MIKE","336-451-4691","Gold Medal","24 X 7","","VENDOR-GOLD MEDAL","Stockyard","F&D","Stockyard","","Page 21","Gold Medal",915,964,"Concessions Supplies","","","","",35.7972,-78.713374
"","","Coke","26 X 7","","","Stockyard","F&D","Stockyard","","Page 21","Coke",916,965,"","","","","",35.797268,-78.713328
"","","Coke","38 X 7","","","Stockyard","F&D","Stockyard","","Page 21","Coke",917,966,"","","","","",35.797349,-78.713295
"","","Unknown","54 X 8","","","Stockyard","OTHER","","","","Unknown",918,967,"","","","","",35.796921,-78.713939
"","","Le Bleu","44 X 9","","VENDOR - LE BLEU","Stockyard","F&D","Stockyard","","Page 21","Le Bleu",919,968,"Distribution Of Bottled Water","","","","",35.796937,-78.713677
"","","Ups","27 X 10","","","Stockyard","OTHER","","","","Ups",920,969,"","","","","",35.796853,-78.713807
"","","Flowers","29 X 7","","","Stockyard","WAKE","Stockyard","","Page 21","Flower Bread",921,970,"","","","","",35.797225,-78.71334
"","","Wade Shows","25 X 8","","","Stockyard","OTHER","","","","Wade Shows",922,971,"","","","","",35.7969,-78.714306
"","","Reddy Ice","37 X 8","","","Stockyard","OTHER","Stockyard","","Page 21","Reddy Ice",923,972,"","","","","",35.797431,-78.711626
"BRINN","954-425-2243","Butcher Boys","38 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Butcher Boys",924,973,"","","","","",35.797551,-78.712763
"","","Jesse Jones LLC","20 X 20","","VENDOR - JESSE JONES","Stockyard","F&D","Stockyard","","Page 21","Jesse Jones",925,974,"Jesse Jones Hot Dogs, Chili,  Sausage, Corn Dogs, Stevens Sausage Products (Sausage & Country Ham)","","","","",35.797464,-78.711942
"MICHEAL","336-451-4691","Coke","27 X 9","","","Stockyard","F&D","Stockyard","","Page 21","Coke",926,975,"","","","","",35.797271,-78.713231
"HAN","301-831-5808","Nick Strates","21 X 7","","","Stockyard","WAKE","Stockyard","","Page 21","Strates",927,976,"","","","","",35.79764,-78.712733
"JEFF","704-202-9238","Old Style Food","40 X 9","","","Stockyard","WAKE","Stockyard","","Page 21","Old Style Food",928,977,"","","","","",35.79755,-78.712604
"Steve Carter","919-710-4591","Dewitt Carter","33 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Dewitt Carter",929,978,"","","","","",35.797568,-78.711818
"","","Green Enterprises","32 X 8","","VENDOR - GREEN ENTERPRISES","Stockyard","F&D","Stockyard","","Page 21","Green Enterprises",930,979,"Vendor - Meats Products","","","","",35.797458,-78.71176
"","","Santillo","32 X 8","","","Stockyard","WAKE","Stockyard","","Page 21","Santillo",931,980,"","","","","",35.797563,-78.711612
"","","Got2Bnc","22 X 8","","","Stockyard","WAKE","Graham/Dorton","E","Page 6","Got2Bnc",932,981,"","","","","",35.794083,-78.711464
"","","Ben Merrill","16 X 7","","","Stockyard","OTHER","Graham/Dorton","E","Page 6","Ben Merrill",933,982,"","","","","",35.793962,-78.711397
"","","Ice","8 X 3","","","Stockyard","OTHER","Graham/Dorton","E","Page 6","Ice",934,983,"","","","","",35.794031,-78.711434
"","","Royer","28 X 9","","","Stockyard","OTHER","Graham/Dorton","E","Page 6","Royer",935,984,"","","","","",35.793905,-78.711404
"","919-306-5476","Jeff Cousin","23 X 7","","","Stockyard","F&D","Graham/Dorton","E","Page 6","Murphy4C",936,985,"","","","","",35.793787,-78.711249
"","","Colglazier","22 X 6","","","Stockyard","WAKE","Graham/Dorton","E","Page 6","Colglazier",937,986,"","","","","",35.7939,-78.711355
"","","Dumpsters","20 X 6","","","Stockyard","OTHER","Graham/Dorton","E","","Dumpsters",938,987,"","","","","",35.794213,-78.711631
"","","Coke","26 X 7","","","Stockyard","F&D","Stockyard","","Page 21","Coke",939,988,"","","","","",35.797312,-78.71331
"","","Miss Debbies Specialty Apples","5 X 15","","","Stockyard","F&D","","","","Mss Debbies",940,989,"","","","","",35.794522,-78.70701
"","","Mount Olive Pickle Company","8 X 16","","","Stockyard","F&D","","","","Mt Olive",941,990,"","","","","",35.794572,-78.70735
"","","Mount Olive Pickle Company","8 X 16","","","Stockyard","F&D","","","","Mt Olive",942,991,"","","","","",35.794558,-78.707379
"","","North Raleigh Civitan","9 X 48","","","Stockyard","OTHER","","","","N. Raleigh Civ",943,992,"","","","","",35.794499,-78.70737
"","","","","","","Stockyard","OTHER","","","","Dumpster",944,993,"","","","","",35.795045,-78.711546
"","","","","","","Stockyard","OTHER","","","","Dumpster",945,994,"","","","","",35.796084,-78.709521
"","","","","","","Stockyard","OTHER","","","","Dumpster",946,995,"","","","","",35.796062,-78.709509
"","","","","","","Stockyard","OTHER","","","","Dumpster",947,996,"","","","","",35.796077,-78.709551
"","","","","","","Stockyard","OTHER","","","","Dumpster",948,997,"","","","","",35.796055,-78.70954
"","","Dumpsters","20 X 6","","","Stockyard","OTHER","Graham/Dorton","E","","Dumpsters",949,998,"","","","","",35.793711,-78.711245
"","","House Autry","","","","Stockyard","F&D","","","","House Autry",950,999,"","","","","",35.794612,-78.707261
"","","Creative Embroidery","","","","Stockyard","OTHER","","","","Creative Embroidery",951,1000,"","","","","",35.794606,-78.707288
"","","Unknown","","","","Stockyard","OTHER","","","","Yellow Truck?",952,1001,"","","","","",35.794579,-78.707307
"","","Unknown","","","","Stockyard","OTHER","","","","Unknown",953,1002,"","","","","",35.794411,-78.707384
"","","NC Paper Company","","","VENDOR - PAPER","Stockyard","OTHER","Stockyard","","Page 21","NC Paper",954,1003,"Paper Products
","","","","",35.797112,-78.713389
"","","M&B Cabinets","","","","Stockyard","OTHER","Stockyard","","Page 21","M&B Cabinets",955,1004,"","","","","",35.797168,-78.713399
"","","Metro Linens","","","","Stockyard","OTHER","Stockyard","","Page 21","Metro Linens",956,1005,"","","","","",35.797142,-78.713388
"","","Unknown","","","","Stockyard","OTHER","","","","Unknown",957,1006,"","","","","",35.79683,-78.714008
"","","Unknown","","","","Stockyard","OTHER","","","","Unknown",958,1007,"","","","","",35.796913,-78.714131
"","","Mcbride","32 X 8","","","Stockyard","F&D","Stockyard","","Page 21","Mcbride",959,1008,"","","","","",35.79761,-78.711743
"","","","","","","Stockyard","OTHER","","","","Dumpster",960,1009,"","","","","",35.795343,-78.709765
"","","","","","","Stockyard","OTHER","","","","Dumpster",961,1010,"","","","","",35.795453,-78.709649
"","","","","","","Stockyard","OTHER","","","","Dumpster",962,1011,"","","","","",35.795403,-78.709678
"","","","","","","Stockyard","OTHER","","","","Dumpster",963,1012,"","","","","",35.795156,-78.710222
"","","","","","","Stockyard","OTHER","Graham/Dorton","E","","",964,1013,"","","","","",35.793799,-78.711302
"","","Gate 2","","","","Gates","","Gate 2","GATE 2","","Gate 2",965,1201,"Gate 2","","","","",35.792908,-78.710659
"","","Gate 1","","","","Gates","","Gate 1","GATE 1","","Gate 1",966,1202,"Gate 1","","","","",35.793883,-78.708869
"","","Gate 12","","","","Gates","","Gate 12","GATE 12","","Gate 12",967,1203,"Gate 12","","","","",35.794706,-78.707416
"","","Gate 11","","","","Gates","","Gate 11","GATE 11","","Gate 11",968,1204,"Gate 11","","","","",35.795728,-78.707404
"","","Gate 9","","","","Gates","","Gate Nine","GATE 9","","Gate 9",969,1205,"Gate 9","","","","",35.797456,-78.711308
"","","Gate 4","","","","Gates","","Gate 4","GATE 4","","Gate 4",970,1206,"Gate 4","","","","",35.79333,-78.714703
"","","Gate 5","","","","Gates","","Gate 5","GATE 5","","Gate 5",971,1207,"Gate 5","","","","",35.794392,-78.715841
"","","Gate 6","","","","Gates","","Gate 6","GATE 6","","Gate 6",972,1208,"Gate 6","","","","",35.795066,-78.716629
"","","Gate 7","","","","Gates","","Gate 7","GATE 7","","Gate 7",973,1209,"Gate 7","","","","",35.79512,-78.715101
"","","Gate 10","","","","Gates","","Gate 10","GATE 10","","Gate 10",975,1211,"Gate 10","","","","",35.797323,-78.70907
"","","Jumping Star","",80,"","Rides","DOL","Scott North","SN","","Jumping Star",976,1602,"","WADE",3,"","",35.796085,-78.708855
"","","Zero Gravity","",89,"","Rides","DOL","Coleman Hill","CH","","Zero Gravity",977,1604,"","WADE",4,"","",35.796752,-78.709412
"","","Super Shot","",91,"","Rides","DOL","Coleman Hill","CH","","Super Shot",978,1605,"","POWERS",4,"","",35.796853,-78.70908
"","","NCDA&CS Veterinary Division","10 X 10","","GRAHAM BLDG - VETERINARY","Vendor","OTHER","Graham/Dorton","GRAHAM","Page 6","NCDA&CS Veterinary Division",979,2401,"NC Farm Id","","","","",35.793602,-78.711545
"","","Tractor Supply","40 X 10","","","Sponsor","","Graham/Dorton","E","Page 6","Tractor Supply",980,2402,"","","","","",35.794017,-78.711665
"","","Farm Tractor","",72,"","Rides","","Scott South","","","Farm Tractor",981,3603,"","WADE",3,"","",35.795756,-78.708905
"","","Time Machine","","","","Rides","","Scott South","","","Time Machine",982,3604,"","POWERS",3,"","",35.79634,-78.708742
"","","Tilt A Whirl","","","","Rides","","Old Midway","","","Tilt A Whirl",983,4002,"$5.00","UNKNOWN",4,"","",35.794611,-78.71326
"","","Hands Unlimited","14 X 14","","LOT K - HANDS UNLIMITED","Vendor","OTHER","Dorton/Hillsborough","K","","Hands Unlimited",984,4803,"Life Cast Sculpture Of Hands With A Base.","","","","",35.793129,-78.71082
"","","Peacheys Baking Co","20 X 20","","LOT K - PEACHEYS BAKING CO","Vendor","F&D","Dorton/Hillsborough","K","","Peacheys Baking Co",985,4804,"(Formerly Amish Baking Co) Old Fashion Yeast-Raised Doughnuts, Milk, Coffee & Water.","","","","",35.793076,-78.710814
"","","Kachunga","60 X 85","","","Attractions","","","","Page 14","Kachunga",986,5201,"","","","","",35.79333,-78.709599
"","","Tractors","60 X 85","","","Attractions","","","","","Tractors",987,5601,"","","","","",35.793549,-78.710014
"","","Wildlife Resources Commission","60 X 0","","","Vendor","OTHER","","A","Page 1","Wildlife Resources Commission",988,6001,"","","","","",35.795487,-78.713927
"","","Pink Zebra","10 x 10","","THE MARKETPLACE 7","Vendor","OTHER","The Marketplace","MP-8","Page 22","The Pink Zebra",989,6403,"Jars Soy Sprinkles, Jar/Candle Bar Make Your Own Fragrance, Simmer Pots, Simmering Lites, Decorative Shades, Soaks, Air Freshers & Reeds. ","","","","",35.795686,-78.712911
"","","NC Forestry Division","20 X 10","","FOREST SERVICE","Vendor","OTHER","Heritage Village","HV","Page 16","NC Forestry Division",990,6801,"The NC Forest Service Will Be Giving Away Free Tree Seedlings, Providing Tips For Homeowners To Mitigate Their Risk Of Wildfire, Highlighting The State Forests, Sharing Information About Invasive Tree And Insect Species, Featuring Educational Games And Displays Including The Helicopter, Airplane And Other Wildfire Equipment.  Smokey Bear Will Be Greeting And Visiting With Guests.","","","","",35.796089,-78.71583
"","","Heritage Series","12 X 9 ","","HERT CIRCLE","Vendor","F&D","Heritage Village","HV","Page 16","Heritage Series",991,7201,"Provide Information About Soil & Water; Give-A-Way Posters, Stickers, Pencils And Candy.","","","","",35.796602,-78.714839
"","","Amran Temple","","","LOT P -","Vendor","WAKE","Scott South","P-","Page 10","Amran Temple",992,7202,"Ham & Sausage Patties Biscuits, BBQ Pork, Fish, Hamburgers, Hot Dogs, Chili, French Fries, Hushpuppies, Dinner Rolls, Cole Slaw, Peach Cobbler, Soda, Coffee & Tea. (Non-Profit)","","","","",35.795531,-78.709423
"","","Verizon","","","","Sponsor","","","","","Verizon",993,7602,"Verizon","","","","",35.795685,-78.713607
"","","Paul Bunyan","","","","Attractions","","","","","Paul Bunyan",994,8002,"Lumberjack Show","","","","",35.796208,-78.71642
"","","Music","","","","Attractions","","","","","Music",995,8003,"Music On The Lawn","","","","",35.796351,-78.714133
"","","Enterprise","","","","Rides","DOL","Midway","MW","","Enterprise",996,8402,"","WADE",5,"","",35.796585,-78.712719
"","","Downdraft","","","","Rides","DOL","Midway","MW","","Down Draft",997,8403,"","POWERS",4,"","",35.796512,-78.712536
"","","Bungy Jump","","","","Rides","DOL","Midway","MW","","Bungy Jump",998,8404,"","",-1,"","",35.796269,-78.712978
"","","Flying Bobs","","","","Rides","DOL","Coleman Hill","CH","","Flying Bobs",999,8406,"","POWERS",5,"","",35.796959,-78.709571
"","","Centrifuge","","","","Rides","DOL","Coleman Hill","CH","","Centrifuge",1000,8407,"","WADE",5,"","",35.797223,-78.709662
"","","Sun Wheel","","","","Rides","DOL","Coleman Hill","CH","","Sun Wheel ",1001,8408,"","WADE",5,"","",35.797222,-78.709414
"","","Street Fighter 360","","","","Rides","DOL","Coleman Hill","CH","","Street Fighter 360",1002,8409,"","WADE",6,"","",35.797083,-78.70923
"","","Dumbo Elephants (Jumbo)","","","","Rides","DOL","Scott South","SS
","","Dumbo Elephants (Jumbo)",1003,8410,"","POWERS",4,"","",35.795655,-78.708369
"","","Silly Safari","","","","Rides","DOL","Scott South ","SS","","Silly Safari",1004,8411,"","WADE",3,"","",35.795634,-78.708895
